StringtieGene	honeybee.GeneName	dmel.symbol
MSTRG.8872	LOC551930	CG30158
MSTRG.8873	LOC412885	Ntan1
MSTRG.8874	/	/
MSTRG.8875	LOC412291	CG7289
MSTRG.8876	/	/
MSTRG.8877	/	/
MSTRG.8878	/	/
MSTRG.8879	LOC727349	Rbp1-like
MSTRG.888	/	/
MSTRG.8880	LOC100578212	CG11247
MSTRG.8881	LOC409365	GCS2alpha
MSTRG.8882	LOC409420	Nubp1
MSTRG.8883	LOC726991	Klc
MSTRG.8884	/	/
MSTRG.8885	LOC727000	spri
MSTRG.8886	/	/
MSTRG.8887	Obp5	Obp19a
MSTRG.8888	Obp6	/
MSTRG.8889	Obp2	/
MSTRG.889	LOC412112	CG5003
MSTRG.8890	Obp7	/
MSTRG.8891	Obp3	/
MSTRG.8892	Obp4	/
MSTRG.8893	LOC100576610	mldr
MSTRG.8894	LOC411291	CG32687
MSTRG.8895	LOC408976	sgg
MSTRG.8896	Mir3754	/
MSTRG.8897	LOC724269	Con
MSTRG.8898	LOC102654831	/
MSTRG.8899	/	/
MSTRG.89	LOC113219278	/
MSTRG.890	LOC100579052	UQCR-C1
MSTRG.8900	LOC551604	Rh50
MSTRG.8901	LOC411542	SrpRalpha
MSTRG.8902	LOC411806	Gapvd1
MSTRG.8903	LOC100576438	CG4270
MSTRG.8904	LOC552681	/
MSTRG.8905	LOC102656733	Xrcc2
MSTRG.8906	LOC552669	wds
MSTRG.8907	LOC412281	poe
MSTRG.8908	/	/
MSTRG.8909	/	/
MSTRG.891	LOC551107	RpL9
MSTRG.8910	LOC551414	CG10903
MSTRG.8911	LOC413989	mRpL46
MSTRG.8912	LOC551353	l(1)G0320
MSTRG.8913	/	l(1)G0320
MSTRG.8914	LOC727262	Der-1
MSTRG.8915	LOC550715	RpL12
MSTRG.8916	Uvop	Rh3
MSTRG.8917	LOC102655612	CG32281
MSTRG.8918	/	/
MSTRG.8919	LOC724822	CG17712
MSTRG.892	/	RpL9
MSTRG.8920	LOC551231	Cds
MSTRG.8921	LOC100576270	CG8929
MSTRG.8922	LOC410060	Shab
MSTRG.8923	/	/
MSTRG.8924	LOC727288	CG2972
MSTRG.8925	LOC100577690	Fadd
MSTRG.8926	LOC100577607	CG10672
MSTRG.8927	LOC551999	Kap3
MSTRG.8928	LOC551953	/
MSTRG.8929	LOC551901	eIF4E1
MSTRG.893	LOC726944	CG5853
MSTRG.8930	LOC412053	Pof
MSTRG.8931	LOC727275	PCNA
MSTRG.8932	LOC727269	CG6765
MSTRG.8933	LOC100577198	app
MSTRG.8934	LOC727261	CG10616
MSTRG.8935	LOC725974	MCU
MSTRG.8936	/	/
MSTRG.8937	/	/
MSTRG.8938	SsRbeta	/
MSTRG.8939	LOC413242	sfl
MSTRG.894	LOC411997	CG9664
MSTRG.8940	/	/
MSTRG.8941	/	/
MSTRG.8942	LOC410246	unc-5
MSTRG.8943	LOC724498	CG10660
MSTRG.8944	/	/
MSTRG.8945	LOC410244	crok
MSTRG.8946	LOC410245	CG10663
MSTRG.8947	LOC102656182	/
MSTRG.8948	LOC408304	nudC
MSTRG.8949	LOC100576134	CG13024
MSTRG.895	LOC552371	CG9663
MSTRG.8950	LOC102656560	/
MSTRG.8951	/	/
MSTRG.8952	LOC408264	unc-5
MSTRG.8953	Mir3793	/
MSTRG.8954	LOC102654435	/
MSTRG.8955	LOC113219035	/
MSTRG.8956	/	/
MSTRG.8957	/	/
MSTRG.8958	/	/
MSTRG.8959	/	/
MSTRG.896	/	/
MSTRG.8960	LOC724640	eg
MSTRG.8961	/	/
MSTRG.8962	/	/
MSTRG.8963	/	/
MSTRG.8964	LOC100578783	/
MSTRG.8965	LOC113219027	kni
MSTRG.8966	/	/
MSTRG.8967	LOC100576247	fz2
MSTRG.8968	LOC102656808	/
MSTRG.8969	LOC100577772	/
MSTRG.897	LOC726918	Kdm4B
MSTRG.8970	/	/
MSTRG.8971	/	/
MSTRG.8972	LOC113219047	/
MSTRG.8973	/	/
MSTRG.8974	TRNAR-CCU	/
MSTRG.8975	/	/
MSTRG.8976	LOC412476	CG7102
MSTRG.8977	TRNAP-CGG	/
MSTRG.8978	LOC412475	knrl
MSTRG.8979	/	SmE
MSTRG.898	LOC412748	CG5853
MSTRG.8980	LOC102656656	CG4945
MSTRG.8981	LOC413510	Snrk
MSTRG.8982	LOC102656138	beat-Ia
MSTRG.8983	LOC107965025	/
MSTRG.8984	Mir9873	/
MSTRG.8985	/	/
MSTRG.8986	/	/
MSTRG.8987	LOC410241	Rab10
MSTRG.8988	/	/
MSTRG.8989	/	/
MSTRG.899	LOC409079	eIF4E3
MSTRG.8990	/	/
MSTRG.8991	/	/
MSTRG.8992	LOC408306	Nhe2
MSTRG.8993	LOC408303	Lfg
MSTRG.8994	LOC724542	l(3)72Dn
MSTRG.8995	LOC107965072	/
MSTRG.8996	LOC102654079	/
MSTRG.8997	LOC102654050	/
MSTRG.8998	/	/
MSTRG.8999	/	/
MSTRG.9	nbisL1-trna-4	/
MSTRG.90	LOC408626	/
MSTRG.900	LOC727390	Reg-5
MSTRG.9000	/	/
MSTRG.9001	/	/
MSTRG.9002	LOC113219057	/
MSTRG.9003	LOC725107	/
MSTRG.9004	LOC102653988	/
MSTRG.9005	LOC409723	tko
MSTRG.9006	LOC725191	gt
MSTRG.9007	LOC100576565	l(2)k10201
MSTRG.9008	LOC107965127	/
MSTRG.9009	LOC102654286	/
MSTRG.901	LOC412495	flr
MSTRG.9010	LOC102654242	/
MSTRG.9011	/	/
MSTRG.9012	LOC724150	Cph
MSTRG.9013	LOC100578841	/
MSTRG.9014	LOC102654940	/
MSTRG.9015	/	Rab10
MSTRG.9016	LOC100577027	XRCC1
MSTRG.9017	LOC409869	unc-104
MSTRG.9018	LOC102656564	/
MSTRG.9019	LOC409668	PI31
MSTRG.902	LOC550977	CG32121
MSTRG.9020	LOC413101	Tip60
MSTRG.9021	LOC410006	rsh
MSTRG.9022	LOC100577188	Oatp30B
MSTRG.9023	LOC113219046	/
MSTRG.9024	/	/
MSTRG.9025	LOC107965073	/
MSTRG.9026	LOC102654285	/
MSTRG.9027	/	/
MSTRG.9028	LOC100578068	/
MSTRG.9029	LOC107965086	/
MSTRG.903	LOC724633	His2B:CG33868
MSTRG.9030	Mir316	/
MSTRG.9031	/	/
MSTRG.9032	LOC113219056	/
MSTRG.9033	LOC724683	CG5056
MSTRG.9034	LOC413464	Src64B
MSTRG.9035	LOC409920	Uev1A
MSTRG.9036	LOC413605	Cyt-c1
MSTRG.9037	LOC410015	tral
MSTRG.9038	LOC100577149	Pdh
MSTRG.9039	/	/
MSTRG.904	LOC724678	His2A:CG33859
MSTRG.9040	LOC724838	Pdh
MSTRG.9041	LOC100576781	Pdh
MSTRG.9042	LOC102655223	/
MSTRG.9043	LOC413270	klhl10
MSTRG.9044	/	/
MSTRG.9045	/	/
MSTRG.9046	LOC725046	CG32333
MSTRG.9047	LOC107965047	GlcAT-I
MSTRG.9048	LOC409849	Fas2
MSTRG.9049	/	/
MSTRG.905	/	/
MSTRG.9050	LOC100576417	/
MSTRG.9051	/	/
MSTRG.9052	/	/
MSTRG.9053	/	/
MSTRG.9054	/	/
MSTRG.9055	/	/
MSTRG.9056	LOC412782	nmdyn-D7
MSTRG.9057	LOC100577407	CG7568
MSTRG.9058	/	/
MSTRG.9059	LOC107965041	Oatp26F
MSTRG.906	LOC552473	RN-tre
MSTRG.9060	LOC411414	CG7568
MSTRG.9061	LOC550711	RpLP0
MSTRG.9062	LOC410158	capt
MSTRG.9063	LOC113219034	/
MSTRG.9064	LOC102655447	Spt-I
MSTRG.9065	LOC725192	CG31663
MSTRG.9066	LOC102653659	CG31663
MSTRG.9067	LOC725108	/
MSTRG.9068	LOC100577441	CG6785
MSTRG.9069	LOC412101	CG1273
MSTRG.907	LOC727396	PEK
MSTRG.9070	LOC724995	Agpat1
MSTRG.9071	LOC724907	Agpat1
MSTRG.9072	LOC113219033	/
MSTRG.9073	/	/
MSTRG.9074	LOC100578132	Gclc
MSTRG.9075	LOC727505	Mpv17
MSTRG.9076	LOC552330	Nhe3
MSTRG.9077	LOC726427	CG9117
MSTRG.9078	LOC551270	IntS9
MSTRG.9079	LOC412864	Fundc1
MSTRG.908	LOC100578820	Sema5c
MSTRG.9080	LOC412863	Utx
MSTRG.9081	/	/
MSTRG.9082	/	/
MSTRG.9083	/	/
MSTRG.9084	LOC726241	tapas
MSTRG.9085	LOC412602	pAbp
MSTRG.9086	/	pAbp
MSTRG.9087	LOC726262	Ac78C
MSTRG.9088	LOC409056	NaPi-III
MSTRG.9089	LOC551814	Efhc1.2
MSTRG.909	/	/
MSTRG.9090	LOC551840	Ythdf
MSTRG.9091	LOC551864	Tango11
MSTRG.9092	LOC725611	PolA1
MSTRG.9093	LOC725653	Gs1l
MSTRG.9094	LOC552246	Tmem43
MSTRG.9095	LOC412431	CG6574
MSTRG.9096	/	/
MSTRG.9097	LOC413749	Spn88Ea
MSTRG.9098	/	Spn88Eb
MSTRG.9099	LOC107965107	/
MSTRG.91	LOC102655614	/
MSTRG.910	LOC412721	Nup154
MSTRG.9100	/	/
MSTRG.9101	LOC107965098	/
MSTRG.9102	/	/
MSTRG.9103	LOC726179	CG4374
MSTRG.9104	/	/
MSTRG.9105	/	/
MSTRG.9106	LOC412526	CaBP1
MSTRG.9107	/	CaBP1
MSTRG.9108	LOC725685	Grip128
MSTRG.9109	LOC551980	RagC-D
MSTRG.911	LOC726264	Mtch
MSTRG.9110	LOC113219042	/
MSTRG.9111	LOC409057	mdu
MSTRG.9112	LOC411417	CG5290
MSTRG.9113	/	/
MSTRG.9114	LOC725948	CG10341
MSTRG.9115	LOC725983	CG1582
MSTRG.9116	LOC102656841	/
MSTRG.9117	LOC412937	Elp2
MSTRG.9118	LOC412035	Cap-D2
MSTRG.9119	LOC552225	Upf3
MSTRG.912	/	/
MSTRG.9120	LOC726199	CG5174
MSTRG.9121	LOC113219032	/
MSTRG.9122	LOC102656145	/
MSTRG.9123	LOC113219031	/
MSTRG.9124	/	/
MSTRG.9125	LOC102655031	/
MSTRG.9126	LOC724767	ppk21
MSTRG.9127	LOC102655521	CG15614
MSTRG.9128	LOC409903	CG42541
MSTRG.9129	LOC724486	san
MSTRG.913	LOC100577197	/
MSTRG.9130	LOC724499	CG9399
MSTRG.9131	LOC413544	CG3511
MSTRG.9132	LOC113219037	/
MSTRG.9133	/	/
MSTRG.9134	LOC409525	CG3860
MSTRG.9135	LOC724872	/
MSTRG.9136	/	/
MSTRG.9137	LOC412310	CG17118
MSTRG.9138	LOC727023	Taf9
MSTRG.9139	LOC409699	Rpn2
MSTRG.914	/	/
MSTRG.9140	LOC113219028	CG6277
MSTRG.9141	5-HT2beta	5-HT2B
MSTRG.9142	/	/
MSTRG.9143	/	/
MSTRG.9144	LOC100577331	/
MSTRG.9145	LOC724141	Ype
MSTRG.9146	LOC551787	bbx
MSTRG.9147	LOC551756	crn
MSTRG.9148	LOC413702	Hsl
MSTRG.9149	/	/
MSTRG.915	LOC726722	/
MSTRG.9150	LOC410023	CG30022
MSTRG.9151	LOC113219053	/
MSTRG.9152	/	/
MSTRG.9153	LOC726270	RpS19a
MSTRG.9154	LOC413683	Asap
MSTRG.9155	/	/
MSTRG.9156	LOC409472	smg
MSTRG.9157	LOC725240	Tim9a
MSTRG.9158	LOC100576223	Pits
MSTRG.9159	LOC102653934	/
MSTRG.916	LOC409860	PIG-O
MSTRG.9160	/	/
MSTRG.9161	TRNAT-CGU	/
MSTRG.9162	LOC100577758	CG4313
MSTRG.9163	LOC413995	Snmp1
MSTRG.9164	LOC725193	CG4281
MSTRG.9165	LOC410155	Setd3
MSTRG.9166	LOC113219055	/
MSTRG.9167	LOC113219054	/
MSTRG.9168	LOC107965091	/
MSTRG.9169	LOC100577839	pita
MSTRG.917	Mir3770	/
MSTRG.9170	LOC100576193	/
MSTRG.9171	LOC102656116	/
MSTRG.9172	LOC412306	GAPcenA
MSTRG.9173	/	/
MSTRG.9174	LOC409159	moody
MSTRG.9175	LOC107965094	CG18473
MSTRG.9176	LOC725577	CG14830
MSTRG.9177	LOC409522	Cdc27
MSTRG.9178	LOC551589	brn
MSTRG.9179	LOC725536	/
MSTRG.918	LOC726743	dmrt99B
MSTRG.9180	LOC100578811	CG12935
MSTRG.9181	LOC725612	Strump
MSTRG.9182	LOC100578455	/
MSTRG.9183	/	/
MSTRG.9184	/	/
MSTRG.9185	LOC409497	CG1677
MSTRG.9186	LOC551499	Fitm
MSTRG.9187	DHRS4	Ssadh
MSTRG.9188	LOC409427	cyp33
MSTRG.9189	LOC107965062	/
MSTRG.919	LOC113219232	dmrt99B
MSTRG.9190	/	/
MSTRG.9191	/	/
MSTRG.9192	/	/
MSTRG.9193	LOC410235	CG32055
MSTRG.9194	LOC410236	Hil
MSTRG.9195	/	/
MSTRG.9196	/	/
MSTRG.9197	/	/
MSTRG.9198	/	/
MSTRG.9199	LOC410225	CG33144
MSTRG.92	LOC726912	cort
MSTRG.920	LOC726779	mRpL33
MSTRG.9200	LOC410237	LUBEL
MSTRG.9201	LOC100577466	CG1360
MSTRG.9202	LOC408301	CG6707
MSTRG.9203	LOC725880	SmF
MSTRG.9204	LOC410238	CG11456
MSTRG.9205	LOC410239	Tgs1
MSTRG.9206	LOC410228	Pka-C3
MSTRG.9207	LOC550998	CG31743
MSTRG.9208	/	/
MSTRG.9209	LOC410226	CG13284
MSTRG.921	LOC113219248	/
MSTRG.9210	/	/
MSTRG.9211	LOC100577401	wde
MSTRG.9212	LOC550685	Cka
MSTRG.9213	LOC726265	red
MSTRG.9214	LOC412710	Bet3
MSTRG.9215	LOC551463	Pdss2
MSTRG.9216	LOC107965045	/
MSTRG.9217	LOC725603	rasp
MSTRG.9218	LOC551153	Rrp1
MSTRG.9219	LOC412749	ABCB7
MSTRG.922	LOC113219247	/
MSTRG.9220	LOC412598	CG18507
MSTRG.9221	LOC725675	Ttc19
MSTRG.9222	/	/
MSTRG.9223	LOC552501	CG10470
MSTRG.9224	LOC552144	Cln7
MSTRG.9225	LOC412094	Catsup
MSTRG.9226	LOC412638	neb
MSTRG.9227	LOC100578341	/
MSTRG.9228	LOC107963973	Pyroxd1
MSTRG.9229	LOC412093	PNUTS
MSTRG.923	/	/
MSTRG.9230	/	/
MSTRG.9231	/	/
MSTRG.9232	LOC102655797	/
MSTRG.9233	LOC113219060	CG13001
MSTRG.9234	LOC107965117	SLC22A
MSTRG.9235	/	/
MSTRG.9236	/	/
MSTRG.9237	/	/
MSTRG.9238	LOC726592	/
MSTRG.9239	/	/
MSTRG.924	LOC412636	SCaMC
MSTRG.9240	LOC410229	Toll-6
MSTRG.9241	Mir3775	/
MSTRG.9242	LOC410234	Uxs
MSTRG.9243	LOC551844	CG11999
MSTRG.9244	/	/
MSTRG.9245	LOC113219063	/
MSTRG.9246	LOC726469	Su(var)3-3
MSTRG.9247	LOC410231	Tollo
MSTRG.9248	LOC726453	CG10731
MSTRG.9249	LOC100576957	CG43295
MSTRG.925	LOC551785	Pgls
MSTRG.9250	LOC410233	Sulf1
MSTRG.9251	LOC724151	Zfrp8
MSTRG.9252	LOC551794	CG15012
MSTRG.9253	LOC551763	Grp170
MSTRG.9254	/	/
MSTRG.9255	LOC100576140	Sbat
MSTRG.9256	LOC724241	Sbat
MSTRG.9257	LOC724333	Syn1
MSTRG.9258	LOC408299	CG16758
MSTRG.9259	LOC551706	dachs
MSTRG.926	LOC100578966	CG7896
MSTRG.9260	/	/
MSTRG.9261	/	/
MSTRG.9262	/	/
MSTRG.9263	/	/
MSTRG.9264	LOC410223	CG7650
MSTRG.9265	LOC724457	/
MSTRG.9266	LOC409191	Uba2
MSTRG.9267	LOC100576099	CG13937
MSTRG.9268	LOC102655127	CG4611
MSTRG.9269	LOC411754	Ythdc1
MSTRG.927	LOC100578479	/
MSTRG.9270	LOC551498	Spn
MSTRG.9271	LOC100579031	Pvf3
MSTRG.9272	LOC411506	Stip1
MSTRG.9273	/	/
MSTRG.9274	LOC102655156	/
MSTRG.9275	LOC412508	Mgtor
MSTRG.9276	/	/
MSTRG.9277	/	/
MSTRG.9278	LOC551282	CG13369
MSTRG.9279	LOC411612	vir
MSTRG.928	LOC726667	/
MSTRG.9280	LOC551361	Svil
MSTRG.9281	LOC409395	HIPP1
MSTRG.9282	LOC551210	/
MSTRG.9283	LOC100578011	Ndc80
MSTRG.9284	LOC410222	jim
MSTRG.9285	/	/
MSTRG.9286	LOC551072	CG10418
MSTRG.9287	LOC725142	CG10418
MSTRG.9288	LOC100578890	/
MSTRG.9289	LOC409390	Pka-R2
MSTRG.929	LOC409351	ICA69
MSTRG.9290	LOC100578852	Pop1
MSTRG.9291	LOC409548	Abp1
MSTRG.9292	LOC412627	Clp
MSTRG.9293	LOC725241	Corin
MSTRG.9294	/	/
MSTRG.9295	/	/
MSTRG.9296	/	/
MSTRG.9297	LOC727285	CG6254
MSTRG.9298	LOC412363	Bug22
MSTRG.9299	LOC100577192	Hacd1
MSTRG.93	Mir2788	/
MSTRG.930	LOC726694	CG17321
MSTRG.9300	LOC100577759	Rim
MSTRG.9301	LOC100578824	opa
MSTRG.9302	/	/
MSTRG.9303	/	/
MSTRG.9304	LOC412055	botv
MSTRG.9305	LOC550726	SCCRO
MSTRG.9306	LOC550885	Naprt
MSTRG.9307	LOC409532	Sirt2
MSTRG.9308	LOC102655712	CG1544
MSTRG.9309	LOC552639	CG34161
MSTRG.931	LOC409859	CG2938
MSTRG.9310	LOC411711	IntS6
MSTRG.9311	/	/
MSTRG.9312	LOC551610	phr
MSTRG.9313	LOC412233	CG2794
MSTRG.9314	LOC551488	sinu
MSTRG.9315	LOC100577343	/
MSTRG.9316	LOC409672	Pnn
MSTRG.9317	LOC726120	ATPsynCF6
MSTRG.9318	LOC409673	PolE1
MSTRG.9319	LOC726200	Poxm
MSTRG.932	LOC107965313	CG1662
MSTRG.9320	LOC726244	Pbp49
MSTRG.9321	LOC100577493	Tmtc4
MSTRG.9322	LOC725654	/
MSTRG.9323	LOC412916	pnt
MSTRG.9324	LOC725686	Spec2
MSTRG.9325	LOC100577844	spz
MSTRG.9326	LOC725749	NijA
MSTRG.9327	LOC100577949	NijA
MSTRG.9328	LOC100578641	CG3081
MSTRG.9329	LOC725886	CG8272
MSTRG.933	LOC409100	CG7220
MSTRG.9330	LOC411854	Hsf
MSTRG.9331	LOC725949	pigeon
MSTRG.9332	LOC552722	CG1532
MSTRG.9333	LOC552728	CG2145
MSTRG.9334	LOC552734	Arlr
MSTRG.9335	LOC102654349	/
MSTRG.9336	/	/
MSTRG.9337	LOC411591	CG1578
MSTRG.9338	LOC412914	CG4733
MSTRG.9339	LOC100577602	Membrin
MSTRG.934	/	/
MSTRG.9340	LOC409119	CG11964
MSTRG.9341	/	/
MSTRG.9342	LOC725681	e(y)3
MSTRG.9343	LOC724119	CG11417
MSTRG.9344	LOC724152	CG5199
MSTRG.9345	LOC107965022	THADA
MSTRG.9346	LOC102655479	ASPP
MSTRG.9347	LOC724417	CG43867
MSTRG.9348	Mir3785	/
MSTRG.9349	LOC414027	Naa20A
MSTRG.935	LOC726824	CG15743
MSTRG.9350	LOC409362	Unc-76
MSTRG.9351	LOC113219040	/
MSTRG.9352	LOC113219041	Unc-76
MSTRG.9353	LOC552688	Agpat4
MSTRG.9354	LOC552556	Fum1
MSTRG.9355	LOC100576945	/
MSTRG.9356	LOC409361	speck
MSTRG.9357	LOC102655765	CG7133
MSTRG.9358	LOC552522	FucT6
MSTRG.9359	LOC408298	pum
MSTRG.936	LOC551406	CG12909
MSTRG.9360	LOC113219038	/
MSTRG.9361	/	/
MSTRG.9362	LOC410219	Fip1
MSTRG.9363	LOC410218	Spase25
MSTRG.9364	LOC410217	SMC3
MSTRG.9365	LOC552458	Polr2C
MSTRG.9366	LOC410216	CG31650
MSTRG.9367	LOC724908	CG13287
MSTRG.9368	/	/
MSTRG.9369	LOC113218545	vn
MSTRG.937	/	/
MSTRG.9370	LOC102656337	mad2
MSTRG.9371	LOC725047	Nopp140
MSTRG.9372	/	/
MSTRG.9373	LOC725082	CG17672
MSTRG.9374	LOC725155	Srrm1
MSTRG.9375	LOC552353	Polr3D
MSTRG.9376	LOC410211	Lmpt
MSTRG.9377	/	/
MSTRG.9378	/	/
MSTRG.9379	/	/
MSTRG.938	LOC412224	Pex23
MSTRG.9380	/	Lmpt
MSTRG.9381	LOC410208	hpo
MSTRG.9382	LOC408294	CG4452
MSTRG.9383	LOC408295	Blimp-1
MSTRG.9384	LOC408293	ttv
MSTRG.9385	LOC100576217	yki
MSTRG.9386	Hb	hb
MSTRG.9387	/	/
MSTRG.9388	LOC107965085	Snx17
MSTRG.9389	LOC409552	RpS10b
MSTRG.939	LOC409646	slif
MSTRG.9390	LOC552169	okr
MSTRG.9391	LOC409201	Apt1
MSTRG.9392	LOC411785	akirin
MSTRG.9393	LOC550791	Arr2
MSTRG.9394	LOC411786	TfIIEalpha
MSTRG.9395	LOC552042	CG4789
MSTRG.9396	LOC726272	Nup358
MSTRG.9397	LOC100576531	RluA-2
MSTRG.9398	LOC726326	spn-B
MSTRG.9399	LOC100576572	RIOK1
MSTRG.94	Mir193	/
MSTRG.940	/	/
MSTRG.9400	LOC100577308	dah
MSTRG.9401	LOC726488	Usp10
MSTRG.9402	LOC102656106	/
MSTRG.9403	/	/
MSTRG.9404	/	/
MSTRG.9405	LOC726389	CG14883
MSTRG.9406	LOC409499	Hap40
MSTRG.9407	LOC100577423	Mettl4
MSTRG.9408	LOC551497	ldbr
MSTRG.9409	/	/
MSTRG.941	LOC411526	Ssl1
MSTRG.9410	LOC100577603	vvl
MSTRG.9411	/	/
MSTRG.9412	LOC410202	Rsph3
MSTRG.9413	LOC552682	ATPsyndelta
MSTRG.9414	LOC100577672	MTF-1
MSTRG.9415	LOC552663	Pdxk
MSTRG.9416	LOC551986	CG8520
MSTRG.9417	LOC550651	RpS4
MSTRG.9418	/	RpS4
MSTRG.9419	LOC113219064	/
MSTRG.942	LOC113219225	Chro
MSTRG.9420	LOC408291	Zasp52
MSTRG.9421	Mir3792	/
MSTRG.9422	LOC726121	Zasp67
MSTRG.9423	LOC410205	CG5543
MSTRG.9424	LOC410206	DEF8
MSTRG.9425	LOC410207	su(r)
MSTRG.9426	LOC100576462	su(r)
MSTRG.9427	/	yip2
MSTRG.9428	LOC411577	AGO2
MSTRG.9429	/	/
MSTRG.943	LOC100577425	/
MSTRG.9430	LOC552658	Polr3B
MSTRG.9431	LOC408288	CG6638
MSTRG.9432	LOC726668	Zasp66
MSTRG.9433	LOC408286	Ogdh
MSTRG.9434	LOC552618	/
MSTRG.9435	LOC410170	CG6424
MSTRG.9436	LOC410201	Lpin
MSTRG.9437	LOC100578731	/
MSTRG.9438	LOC100578769	CG45071
MSTRG.9439	LOC107965039	/
MSTRG.944	LOC409481	Arf1
MSTRG.9440	LOC100578797	CG12851
MSTRG.9441	TRNAS-GCU	/
MSTRG.9442	TRNAD-GUC	/
MSTRG.9443	TRNAK-CUU	/
MSTRG.9444	TRNAN-GUU	/
MSTRG.9445	/	/
MSTRG.9446	LOC724996	CG4646
MSTRG.9447	LOC725048	CG1371
MSTRG.9448	Obp10	Obp83a
MSTRG.9449	LOC552275	/
MSTRG.945	LOC100578657	sog
MSTRG.9450	LOC552253	Bcs1
MSTRG.9451	LOC412198	Uggt
MSTRG.9452	/	Uggt
MSTRG.9453	LOC102656107	ZnT33D
MSTRG.9454	LOC408285	conu
MSTRG.9455	LOC102656008	Hr83
MSTRG.9456	LOC725350	pnr
MSTRG.9457	LOC113219043	/
MSTRG.9458	Cry2	phr6-4
MSTRG.9459	LOC100576882	14-3-3zeta
MSTRG.946	/	/
MSTRG.9460	/	/
MSTRG.9461	LOC107965051	/
MSTRG.9462	LOC102654089	/
MSTRG.9463	LOC100578366	/
MSTRG.9464	/	/
MSTRG.9465	LOC113219029	/
MSTRG.9466	LOC113219030	/
MSTRG.9467	LOC408283	gzl
MSTRG.9468	LOC107965048	CG33331
MSTRG.9469	LOC100576915	CG33331
MSTRG.947	LOC102655567	/
MSTRG.9470	LOC410195	CSN6
MSTRG.9471	LOC408282	Parg
MSTRG.9472	LOC410171	jbug
MSTRG.9473	/	/
MSTRG.9474	LOC414048	CG7728
MSTRG.9475	LOC100577069	Hey
MSTRG.9476	LOC724626	/
MSTRG.9477	LOC100577102	/
MSTRG.9478	LOC410172	TRAM
MSTRG.9479	LOC724724	Pfk
MSTRG.948	LOC102655515	/
MSTRG.9480	/	14-3-3zeta
MSTRG.9481	LOC410200	RpLP0-like
MSTRG.9482	/	/
MSTRG.9483	LOC409315	PICK1
MSTRG.9484	LOC552360	GAA1
MSTRG.9485	LOC408284	Tom40
MSTRG.9486	LOC102656189	/
MSTRG.9487	LOC725538	mRpS28
MSTRG.9488	LOC551143	Inos
MSTRG.9489	/	/
MSTRG.949	LOC102655275	sog
MSTRG.9490	LOC412034	rec
MSTRG.9491	LOC552469	CG6800
MSTRG.9492	/	CG6800
MSTRG.9493	LOC725854	mRpL37
MSTRG.9494	LOC100576472	Su(dx)
MSTRG.9495	LOC102654029	/
MSTRG.9496	LOC725977	Sys1
MSTRG.9497	LOC412328	ND-13A
MSTRG.9498	LOC551372	Oseg1
MSTRG.9499	LOC726977	mPges2
MSTRG.95	LOC102655442	/
MSTRG.950	LOC107964488	/
MSTRG.9500	LOC726983	RabGGTa
MSTRG.9501	LOC411366	PolrMT
MSTRG.9502	LOC413792	CG5080
MSTRG.9503	LOC725613	tefu
MSTRG.9504	RpLP1	RpLP1
MSTRG.9505	LOC725950	MBD-R2
MSTRG.9506	LOC102655396	DIP-gamma
MSTRG.9507	LOC102655419	/
MSTRG.9508	LOC107965080	/
MSTRG.9509	LOC107965079	/
MSTRG.951	/	/
MSTRG.9510	LOC410194	hd
MSTRG.9511	LOC102655241	hd
MSTRG.9512	LOC100576963	fru
MSTRG.9513	LOC102655756	Zasp52
MSTRG.9514	/	/
MSTRG.9515	LOC102655481	CG31760
MSTRG.9516	LOC100577004	CG31760
MSTRG.9517	LOC113219059	/
MSTRG.9518	LOC413504	msn
MSTRG.9519	LOC100577138	Pde11
MSTRG.952	/	/
MSTRG.9520	LOC102655924	/
MSTRG.9521	/	/
MSTRG.9522	LOC100577211	/
MSTRG.9523	LOC102655866	/
MSTRG.9524	LOC113219049	kel
MSTRG.9525	LOC102656724	/
MSTRG.9526	LOC100577788	CG7781
MSTRG.9527	LOC100577573	/
MSTRG.9528	LOC107965034	spz3
MSTRG.9529	LOC102656315	/
MSTRG.953	LOC413678	Agxt
MSTRG.9530	LOC100577748	CG31676
MSTRG.9531	/	/
MSTRG.9532	LOC107965032	/
MSTRG.9533	LOC102656594	/
MSTRG.9534	LOC551793	Gp150
MSTRG.9535	/	/
MSTRG.9536	/	/
MSTRG.9537	LOC100577856	T3dh
MSTRG.9538	/	/
MSTRG.9539	LOC100577981	CG5819
MSTRG.954	LOC413677	CG43658
MSTRG.9540	LOC102654124	/
MSTRG.9541	LOC102654388	/
MSTRG.9542	LOC113219052	/
MSTRG.9543	LOC726414	wdp
MSTRG.9544	/	/
MSTRG.9545	/	CG3408
MSTRG.9546	LOC726321	CG7781
MSTRG.9547	/	/
MSTRG.9548	/	/
MSTRG.9549	LOC413925	Reps
MSTRG.955	LOC102655933	/
MSTRG.9550	/	/
MSTRG.9551	/	/
MSTRG.9552	LOC410122	Gapdh1
MSTRG.9553	/	Gapdh2
MSTRG.9554	LOC413924	Gapdh1
MSTRG.9555	LOC100577980	dve
MSTRG.9556	LOC102654428	/
MSTRG.9557	LOC100578448	CG4004
MSTRG.9558	LOC102655420	/
MSTRG.9559	LOC726611	/
MSTRG.956	LOC100577499	/
